file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/navin/gkt-portfolio-overlap/gkt-portfolio-overlap/src/main/java/com/example/geektrust/IStockCommand.java,com.example.geektrust.IStockCommand,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
/home/navin/gkt-portfolio-overlap/gkt-portfolio-overlap/src/main/java/com/example/geektrust/CommandBroker.java,com.example.geektrust.CommandBroker,class,3,3,0,3,4,1,0,10,0,0.375,1.0,1.0,2,0,1,0,0,1,2,0,1,0,4,0,0,4,0,0,2,0,1,25,0,1,0,1,0,5,1,8,0,10,1,0,0,3,31,1,0
/home/navin/gkt-portfolio-overlap/gkt-portfolio-overlap/src/main/java/com/example/geektrust/StocksCollection.java,com.example.geektrust.StocksCollection,class,1,1,0,1,4,1,0,4,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,20,1,1,0,1,1,4,0,4,0,4,2,0,0,0,25,1,0
/home/navin/gkt-portfolio-overlap/gkt-portfolio-overlap/src/main/java/com/example/geektrust/AddStock.java,com.example.geektrust.AddStock,class,1,2,1,1,3,1,0,8,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,2,0,0,2,0,0,1,0,0,20,1,0,0,1,0,2,1,5,1,5,1,0,0,0,16,1,0
/home/navin/gkt-portfolio-overlap/gkt-portfolio-overlap/src/main/java/com/example/geektrust/Main.java,com.example.geektrust.Main,class,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,3,0,3,0,0,0,0,16,1,0
/home/navin/gkt-portfolio-overlap/gkt-portfolio-overlap/src/main/java/com/example/geektrust/CurrentPortFolio.java,com.example.geektrust.CurrentPortFolio,class,1,2,1,1,2,1,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,2,11,2,0,0,0,0,1,1,2,0,2,0,0,0,0,11,1,0
/home/navin/gkt-portfolio-overlap/gkt-portfolio-overlap/src/main/java/com/example/geektrust/CalculateOverlap.java,com.example.geektrust.CalculateOverlap,class,1,2,1,1,4,1,0,11,0,0.16666667,1.0,1.0,2,0,1,0,0,1,2,0,0,0,3,1,0,3,0,0,3,0,3,33,2,1,0,1,3,6,10,14,9,13,1,0,0,0,30,1,0
